id,tenant_id,email,name,role,status
0a60a890-1d66-530a-8b25-fcb4f88bfc02,ba6e3b18-bccb-5149-adae-530286c8bd10,cut-mila-yuniar-skom@demo.school,"Cut Mila Yuniar, S.Kom",TEACHER,ACTIVE
4ab4d1fa-a193-5104-b7e3-70872b4e1bcc,ba6e3b18-bccb-5149-adae-530286c8bd10,patricia-agustina@demo.school,Patricia Agustina,TEACHER,ACTIVE
9c332480-7c5e-5f6c-98fd-1ebcb33dbac7,ba6e3b18-bccb-5149-adae-530286c8bd10,nadia-nugroho@demo.school,Nadia Nugroho,TEACHER,ACTIVE
e61d70c1-550a-5102-ae8c-e64c4996e2c8,ba6e3b18-bccb-5149-adae-530286c8bd10,xanana-iswahyudi@demo.school,Xanana Iswahyudi,TEACHER,ACTIVE
0d9eab7d-25a7-50ec-8a5f-caf2bdb8467b,ba6e3b18-bccb-5149-adae-530286c8bd10,dr-darijan-kusumo-mak@demo.school,"Dr. Darijan Kusumo, M.Ak",TEACHER,ACTIVE
88453c98-acff-5379-ae92-84a5b06edaac,ba6e3b18-bccb-5149-adae-530286c8bd10,t-bakti-fujiati-se@demo.school,"T. Bakti Fujiati, S.E.",TEACHER,ACTIVE
d41edd08-d40e-5842-b79a-60f27317a17a,ba6e3b18-bccb-5149-adae-530286c8bd10,iriana-marpaung@demo.school,Iriana Marpaung,TEACHER,ACTIVE
df46a9fa-57ce-50ee-82a3-29cd7ee8cb3f,ba6e3b18-bccb-5149-adae-530286c8bd10,galak-maheswara@demo.school,Galak Maheswara,TEACHER,ACTIVE
6cba0fbd-a7d5-5ce0-8b46-63f95da81207,ba6e3b18-bccb-5149-adae-530286c8bd10,rachel-pratama@demo.school,Rachel Pratama,TEACHER,ACTIVE
95d865bb-cf04-5aae-8d08-6fc8fa88effa,ba6e3b18-bccb-5149-adae-530286c8bd10,eko-sitompul@demo.school,Eko Sitompul,TEACHER,ACTIVE
730774d6-02e8-59f1-9d6e-b91f04c50b4d,ba6e3b18-bccb-5149-adae-530286c8bd10,najam-kusumo@demo.school,Najam Kusumo,TEACHER,ACTIVE
222403ea-62e4-593c-aaf5-66dde4a88877,ba6e3b18-bccb-5149-adae-530286c8bd10,irwan-prastuti@demo.school,Irwan Prastuti,TEACHER,ACTIVE
7ce93e1a-44af-506c-b83b-1cea525a4b9f,ba6e3b18-bccb-5149-adae-530286c8bd10,dt-mitra-namaga@demo.school,Dt. Mitra Namaga,TEACHER,ACTIVE
2376f18c-5d12-557b-af29-e544d5be084d,ba6e3b18-bccb-5149-adae-530286c8bd10,lidya-saptono@demo.school,Lidya Saptono,TEACHER,ACTIVE
6cbc310d-6563-5180-a5e5-a36444cc4cb7,ba6e3b18-bccb-5149-adae-530286c8bd10,h-galiono-hakim-sked@demo.school,"H. Galiono Hakim, S.Ked",TEACHER,ACTIVE
fe9393cb-342c-5e53-8be9-a0cf7c9ab9c1,ba6e3b18-bccb-5149-adae-530286c8bd10,zelda-pangestu@demo.school,Zelda Pangestu,TEACHER,ACTIVE
ec0ba634-e6db-5a90-8720-e888df40ad42,ba6e3b18-bccb-5149-adae-530286c8bd10,jayeng-ardianto@demo.school,Jayeng Ardianto,TEACHER,ACTIVE
8d45aef5-ab89-5a0b-8295-344d987f72a2,ba6e3b18-bccb-5149-adae-530286c8bd10,ulya-januar-sked@demo.school,"Ulya Januar, S.Ked",TEACHER,ACTIVE
ad0f83e7-0d1b-5678-9e92-6a02a5a4ae70,ba6e3b18-bccb-5149-adae-530286c8bd10,kh-margana-wijayanti@demo.school,KH. Margana Wijayanti,TEACHER,ACTIVE
6cac2e84-12fa-57e2-af26-1b01ff184a43,ba6e3b18-bccb-5149-adae-530286c8bd10,okto-rahayu@demo.school,Okto Rahayu,TEACHER,ACTIVE
4f4ff4d2-2a68-50b9-bc35-a140da147203,ba6e3b18-bccb-5149-adae-530286c8bd10,ir-septi-kuswandari-sfarm@demo.school,"Ir. Septi Kuswandari, S.Farm",TEACHER,ACTIVE
1e358b9a-482e-5245-8abd-2c24abd7f961,ba6e3b18-bccb-5149-adae-530286c8bd10,kamidin-widiastuti@demo.school,Kamidin Widiastuti,TEACHER,ACTIVE
ad650b2a-a793-5d1a-98ad-06334e814762,ba6e3b18-bccb-5149-adae-530286c8bd10,budi-kurniawan@demo.school,Budi Kurniawan,TEACHER,ACTIVE
be804fed-4f48-59dc-be72-eb9484cc1a57,ba6e3b18-bccb-5149-adae-530286c8bd10,devi-puspita@demo.school,Devi Puspita,TEACHER,ACTIVE
29be0f63-1d54-5d03-9633-c212605cebcf,ba6e3b18-bccb-5149-adae-530286c8bd10,drg-prayogo-saragih-st@demo.school,"drg. Prayogo Saragih, S.T.",STUDENT,ACTIVE
37f107c0-575b-5356-afb6-ecc832154ca0,ba6e3b18-bccb-5149-adae-530286c8bd10,daliman-hariyah@demo.school,Daliman Hariyah,STUDENT,ACTIVE
5f2a973f-606a-59e0-b6db-d3a590baf39a,ba6e3b18-bccb-5149-adae-530286c8bd10,hasna-sitompul@demo.school,Hasna Sitompul,STUDENT,ACTIVE
35c66294-1048-5bf3-bdb7-2c5b2a863e7f,ba6e3b18-bccb-5149-adae-530286c8bd10,kanda-maheswara@demo.school,Kanda Maheswara,STUDENT,ACTIVE
f5645671-e674-575a-a85c-95a3136f2b92,ba6e3b18-bccb-5149-adae-530286c8bd10,mustika-lailasari@demo.school,Mustika Lailasari,STUDENT,ACTIVE
6542820e-af57-59ec-b3d4-2cdd705dceab,ba6e3b18-bccb-5149-adae-530286c8bd10,emas-purwanti@demo.school,Emas Purwanti,STUDENT,ACTIVE
3857881c-970f-5019-86dc-992f60b397c7,ba6e3b18-bccb-5149-adae-530286c8bd10,sutan-makara-lazuardi-st@demo.school,"Sutan Makara Lazuardi, S.T.",STUDENT,ACTIVE
02bf16d7-44e1-5487-a5b4-a3fb3a842cf0,ba6e3b18-bccb-5149-adae-530286c8bd10,kh-adikara-kuswoyo@demo.school,KH. Adikara Kuswoyo,STUDENT,ACTIVE
278b0ab6-2aa7-506f-99fc-3637d5dc0b8d,ba6e3b18-bccb-5149-adae-530286c8bd10,tania-nurdiyanti@demo.school,Tania Nurdiyanti,STUDENT,ACTIVE
4f07149a-e14c-5032-86b4-317bad1efcd1,ba6e3b18-bccb-5149-adae-530286c8bd10,oliva-pradipta-mkom@demo.school,"Oliva Pradipta, M.Kom.",STUDENT,ACTIVE
d89d1dd6-70c6-5782-9da8-01209576ca09,ba6e3b18-bccb-5149-adae-530286c8bd10,jindra-mansur-sked@demo.school,"Jindra Mansur, S.Ked",STUDENT,ACTIVE
ac1f9a80-ae74-5442-ad80-ffe87c538f79,ba6e3b18-bccb-5149-adae-530286c8bd10,cut-yulia-zulkarnain@demo.school,Cut Yulia Zulkarnain,STUDENT,ACTIVE
67ea680b-f432-5484-a044-001b619ee3ed,ba6e3b18-bccb-5149-adae-530286c8bd10,nurul-simanjuntak@demo.school,Nurul Simanjuntak,STUDENT,ACTIVE
de398c97-e916-53b8-900a-d83d71a2756a,ba6e3b18-bccb-5149-adae-530286c8bd10,ra-ana-hariyah@demo.school,R.A. Ana Hariyah,STUDENT,ACTIVE
45aa8986-499b-5d8d-85c4-0234e9db58df,ba6e3b18-bccb-5149-adae-530286c8bd10,ir-saadat-simbolon@demo.school,Ir. Saadat Simbolon,STUDENT,ACTIVE
cea557b3-c7fd-52e7-937b-c3f2aa0f0f17,ba6e3b18-bccb-5149-adae-530286c8bd10,raditya-wahyuni@demo.school,Raditya Wahyuni,STUDENT,ACTIVE
422c0c8f-68dd-50cb-a8cc-ba3d2d1d2a91,ba6e3b18-bccb-5149-adae-530286c8bd10,ella-nashiruddin@demo.school,Ella Nashiruddin,STUDENT,ACTIVE
eff8884f-4346-50b2-8f2d-638db0f2ce92,ba6e3b18-bccb-5149-adae-530286c8bd10,tgk-tirta-namaga@demo.school,Tgk. Tirta Namaga,STUDENT,ACTIVE
4e4124ff-3a94-5617-b59f-5c4243f91e67,ba6e3b18-bccb-5149-adae-530286c8bd10,bakiono-thamrin@demo.school,Bakiono Thamrin,STUDENT,ACTIVE
63002951-5cc3-53b3-b192-79257d25205d,ba6e3b18-bccb-5149-adae-530286c8bd10,darmanto-wijayanti@demo.school,Darmanto Wijayanti,STUDENT,ACTIVE
1e3a343b-f8fb-5afc-8ff2-704adaeeb75c,ba6e3b18-bccb-5149-adae-530286c8bd10,okta-farida-mpd@demo.school,"Okta Farida, M.Pd",STUDENT,ACTIVE
bb3dc146-2ee0-5020-8a86-344c99c8d25b,ba6e3b18-bccb-5149-adae-530286c8bd10,maras-astuti@demo.school,Maras Astuti,STUDENT,ACTIVE
90cb10fc-802b-5739-807d-02d1926bb91d,ba6e3b18-bccb-5149-adae-530286c8bd10,drg-tirta-saputra@demo.school,drg. Tirta Saputra,STUDENT,ACTIVE
75c53356-35ba-547c-bd40-2c991fa9d078,ba6e3b18-bccb-5149-adae-530286c8bd10,lega-hardiansyah-mpd@demo.school,"Lega Hardiansyah, M.Pd",STUDENT,ACTIVE
ac44a9fa-fc30-5514-a7dd-2f5100ee5fc8,ba6e3b18-bccb-5149-adae-530286c8bd10,ani-hutapea@demo.school,Ani Hutapea,STUDENT,ACTIVE
2fa1f4a3-2903-54b8-9328-77d05d4cd1f1,ba6e3b18-bccb-5149-adae-530286c8bd10,puput-damanik@demo.school,Puput Damanik,STUDENT,ACTIVE
7944cddc-8933-5edc-b7dc-1613165d15fc,ba6e3b18-bccb-5149-adae-530286c8bd10,arsipatra-hidayanto@demo.school,Arsipatra Hidayanto,STUDENT,ACTIVE
deb54479-aa59-5b69-b844-a2c43d82f1ef,ba6e3b18-bccb-5149-adae-530286c8bd10,hesti-wacana-sh@demo.school,"Hesti Wacana, S.H.",STUDENT,ACTIVE
a5a3a6ba-a955-58b6-b253-1437a8cfafeb,ba6e3b18-bccb-5149-adae-530286c8bd10,pranawa-latupono@demo.school,Pranawa Latupono,STUDENT,ACTIVE
b3f4eefe-242a-5f06-809c-7824f620a5ee,ba6e3b18-bccb-5149-adae-530286c8bd10,violet-mandala@demo.school,Violet Mandala,STUDENT,ACTIVE
566e9e05-804d-5580-9343-0e7bc29f2ec5,ba6e3b18-bccb-5149-adae-530286c8bd10,xanana-nuraini@demo.school,Xanana Nuraini,STUDENT,ACTIVE
9f4eaaff-999a-5988-9ea4-c3ad5c2f41f0,ba6e3b18-bccb-5149-adae-530286c8bd10,r-rama-kurniawan-sfarm@demo.school,"R. Rama Kurniawan, S.Farm",STUDENT,ACTIVE
3e24fd48-403d-5344-8aef-8749c59a4342,ba6e3b18-bccb-5149-adae-530286c8bd10,dodo-marbun@demo.school,Dodo Marbun,STUDENT,ACTIVE
fdbc93ce-890a-5563-a79f-5b3f179169fe,ba6e3b18-bccb-5149-adae-530286c8bd10,warji-firmansyah-skom@demo.school,"Warji Firmansyah, S.Kom",STUDENT,ACTIVE
9ffceb52-65ac-5b1c-a45f-c39c77d58aa9,ba6e3b18-bccb-5149-adae-530286c8bd10,artawan-halimah-st@demo.school,"Artawan Halimah, S.T.",STUDENT,ACTIVE
ac02a8af-7436-526a-979c-bf7f9675e722,ba6e3b18-bccb-5149-adae-530286c8bd10,tgk-darsirah-nasyiah@demo.school,Tgk. Darsirah Nasyiah,STUDENT,ACTIVE
c8cf6409-2b91-54a2-a1d2-eee808377377,ba6e3b18-bccb-5149-adae-530286c8bd10,samiah-oktaviani@demo.school,Samiah Oktaviani,STUDENT,ACTIVE
65a6ce11-feb1-5bbd-a7bc-7f5a266932ea,ba6e3b18-bccb-5149-adae-530286c8bd10,marwata-narpati-mm@demo.school,"Marwata Narpati, M.M.",STUDENT,ACTIVE
c3ae5cb2-bc8d-57ee-bee2-86b5b58911de,ba6e3b18-bccb-5149-adae-530286c8bd10,raharja-sinaga-se@demo.school,"Raharja Sinaga, S.E.",STUDENT,ACTIVE
4ff4ef5e-5205-5944-9ab6-f2e6f5b99d67,ba6e3b18-bccb-5149-adae-530286c8bd10,tgk-bakda-zulaika@demo.school,Tgk. Bakda Zulaika,STUDENT,ACTIVE
bf44c9b0-bc8f-5e32-b9dc-c22b99ae5b20,ba6e3b18-bccb-5149-adae-530286c8bd10,gaiman-nasyidah@demo.school,Gaiman Nasyidah,STUDENT,ACTIVE
f4bf6a8c-c5a8-570f-a2ad-b197f61a47e6,ba6e3b18-bccb-5149-adae-530286c8bd10,drs-salimah-kuswandari@demo.school,Drs. Salimah Kuswandari,STUDENT,ACTIVE
d17ad2c1-e83f-5c20-a35e-e179df5d155e,ba6e3b18-bccb-5149-adae-530286c8bd10,ibun-sudiati@demo.school,Ibun Sudiati,STUDENT,ACTIVE
2283262a-de25-5ae2-862b-509ea366968d,ba6e3b18-bccb-5149-adae-530286c8bd10,r-slamet-winarno-st@demo.school,"R. Slamet Winarno, S.T.",STUDENT,ACTIVE
7aed9950-7bfe-573b-b4f6-55c351bbdbb8,ba6e3b18-bccb-5149-adae-530286c8bd10,luwar-pudjiastuti@demo.school,Luwar Pudjiastuti,STUDENT,ACTIVE
bb58e6d1-bccf-5a61-8120-28f8a229d7b5,ba6e3b18-bccb-5149-adae-530286c8bd10,dian-rahimah@demo.school,Dian Rahimah,STUDENT,ACTIVE
66bb21d0-662e-5ba0-865d-98e85150877d,ba6e3b18-bccb-5149-adae-530286c8bd10,zelaya-hartati@demo.school,Zelaya Hartati,STUDENT,ACTIVE
b8e7b234-ea42-524f-aaf1-f7c7a2a369c2,ba6e3b18-bccb-5149-adae-530286c8bd10,ibun-waluyo@demo.school,Ibun Waluyo,STUDENT,ACTIVE
d5d2878f-8763-570e-a097-2f4f27d6ff01,ba6e3b18-bccb-5149-adae-530286c8bd10,muhammad-usamah@demo.school,Muhammad Usamah,STUDENT,ACTIVE
46a13855-dbcb-5640-9412-5ffa1af516de,ba6e3b18-bccb-5149-adae-530286c8bd10,adinata-andriani@demo.school,Adinata Andriani,STUDENT,ACTIVE
d9113be7-1e86-52e4-8254-eaddb2e39a74,ba6e3b18-bccb-5149-adae-530286c8bd10,zelaya-dabukke@demo.school,Zelaya Dabukke,STUDENT,ACTIVE
b57c3354-fb62-53d2-96f9-2f53c4f8b875,ba6e3b18-bccb-5149-adae-530286c8bd10,sutan-hardi-dabukke@demo.school,Sutan Hardi Dabukke,STUDENT,ACTIVE
025cd742-13ba-54fc-ace5-73c772e02c82,ba6e3b18-bccb-5149-adae-530286c8bd10,siska-maryati@demo.school,Siska Maryati,STUDENT,ACTIVE
67991083-eaee-503f-9d14-12bacf505c42,ba6e3b18-bccb-5149-adae-530286c8bd10,sari-zulkarnain@demo.school,Sari Zulkarnain,STUDENT,ACTIVE
c0b40c92-b76b-5e9b-9ca8-175842350d98,ba6e3b18-bccb-5149-adae-530286c8bd10,gilda-maryadi@demo.school,Gilda Maryadi,STUDENT,ACTIVE
2dba9dab-e533-50a5-8289-072978a0bf6c,ba6e3b18-bccb-5149-adae-530286c8bd10,najwa-halim@demo.school,Najwa Halim,STUDENT,ACTIVE
e800c747-ac8f-53e3-ba09-84a4b90e02b0,ba6e3b18-bccb-5149-adae-530286c8bd10,sutan-irwan-kurniawan@demo.school,Sutan Irwan Kurniawan,STUDENT,ACTIVE
0ea003ca-dec1-5499-a3a3-7a63b7f9545b,ba6e3b18-bccb-5149-adae-530286c8bd10,umi-hutagalung@demo.school,Umi Hutagalung,STUDENT,ACTIVE
282b16d1-0bcb-5189-bcf3-731222082eb9,ba6e3b18-bccb-5149-adae-530286c8bd10,opung-suartini@demo.school,Opung Suartini,STUDENT,ACTIVE
6f5a1ffc-ca61-58b7-a3a7-dfccd59bac5d,ba6e3b18-bccb-5149-adae-530286c8bd10,drg-elvin-zulkarnain@demo.school,drg. Elvin Zulkarnain,STUDENT,ACTIVE
f7d403d3-94fd-5b7a-8b9a-c7b37c6f2158,ba6e3b18-bccb-5149-adae-530286c8bd10,ir-hilda-adriansyah-skom@demo.school,"Ir. Hilda Adriansyah, S.Kom",STUDENT,ACTIVE
3544f07b-896a-5f13-930b-774899a4deb9,ba6e3b18-bccb-5149-adae-530286c8bd10,yuni-astuti@demo.school,Yuni Astuti,STUDENT,ACTIVE
50c9b84c-bf04-5b53-99d4-a0b9c773cc10,ba6e3b18-bccb-5149-adae-530286c8bd10,drg-adikara-tarihoran-sfarm@demo.school,"drg. Adikara Tarihoran, S.Farm",STUDENT,ACTIVE
02846061-8419-514d-b191-a1245659b77c,ba6e3b18-bccb-5149-adae-530286c8bd10,kiandra-salahudin@demo.school,Kiandra Salahudin,STUDENT,ACTIVE
b0d2f92d-f990-5f5c-a1c6-27b0c25e2b9a,ba6e3b18-bccb-5149-adae-530286c8bd10,drg-baktiono-wastuti@demo.school,drg. Baktiono Wastuti,STUDENT,ACTIVE
817b48c3-43b1-5d54-8920-b78a2a635ee8,ba6e3b18-bccb-5149-adae-530286c8bd10,marsito-hidayat@demo.school,Marsito Hidayat,STUDENT,ACTIVE
42e4a3ed-ba87-5497-b677-18786630bcda,ba6e3b18-bccb-5149-adae-530286c8bd10,kartika-puspita@demo.school,Kartika Puspita,STUDENT,ACTIVE
0113d4fb-a2dd-53d4-b3ff-221a04ab2b7c,ba6e3b18-bccb-5149-adae-530286c8bd10,alika-hidayat-mm@demo.school,"Alika Hidayat, M.M.",STUDENT,ACTIVE
722a0d95-149a-5f72-b0c7-ed15e5de89f4,ba6e3b18-bccb-5149-adae-530286c8bd10,ulya-hariyah@demo.school,Ulya Hariyah,STUDENT,ACTIVE
ac514f2b-ba76-57b1-bf4f-cdf4672bdd8e,ba6e3b18-bccb-5149-adae-530286c8bd10,jaka-winarno@demo.school,Jaka Winarno,STUDENT,ACTIVE
8dba46c6-caca-5a71-a3b9-0276ae333935,ba6e3b18-bccb-5149-adae-530286c8bd10,dagel-siregar@demo.school,Dagel Siregar,STUDENT,ACTIVE
4d07620b-f5c1-50a5-b943-218a78b809b3,ba6e3b18-bccb-5149-adae-530286c8bd10,winda-mandala@demo.school,Winda Mandala,STUDENT,ACTIVE
e572b4e9-0285-5711-8492-f38f52b2fd17,ba6e3b18-bccb-5149-adae-530286c8bd10,fitriani-nainggolan@demo.school,Fitriani Nainggolan,STUDENT,ACTIVE
badc107f-c268-5ac9-94d3-10b54ce261d9,ba6e3b18-bccb-5149-adae-530286c8bd10,tgk-slamet-prasetyo@demo.school,Tgk. Slamet Prasetyo,STUDENT,ACTIVE
e16b97fc-2a5a-51e8-b859-fe9b02bfb66e,ba6e3b18-bccb-5149-adae-530286c8bd10,eka-wastuti@demo.school,Eka Wastuti,STUDENT,ACTIVE
4655101a-d9df-51eb-9897-3c4ee3e8b6a1,ba6e3b18-bccb-5149-adae-530286c8bd10,dr-bakijan-pangestu-skom@demo.school,"dr. Bakijan Pangestu, S.Kom",STUDENT,ACTIVE
6a7963bc-7b59-5796-b51d-df014413ecda,ba6e3b18-bccb-5149-adae-530286c8bd10,putri-zulkarnain@demo.school,Putri Zulkarnain,STUDENT,ACTIVE
8d482064-90d5-5263-9089-bbd6ac886802,ba6e3b18-bccb-5149-adae-530286c8bd10,martana-siregar-sikom@demo.school,"Martana Siregar, S.I.Kom",STUDENT,ACTIVE
e60684a2-7bf1-50da-b77f-5c2d5e7d82cf,ba6e3b18-bccb-5149-adae-530286c8bd10,sabrina-habibi@demo.school,Sabrina Habibi,STUDENT,ACTIVE
6acd4347-d007-5b08-9168-048c85a873e6,ba6e3b18-bccb-5149-adae-530286c8bd10,indra-prasetyo@demo.school,Indra Prasetyo,STUDENT,ACTIVE
710628c8-2fc1-5325-9529-f8fe30509741,ba6e3b18-bccb-5149-adae-530286c8bd10,wani-yuniar@demo.school,Wani Yuniar,STUDENT,ACTIVE
e9233915-ec0d-52c6-bd13-b7983c0e366f,ba6e3b18-bccb-5149-adae-530286c8bd10,dr-daliono-irawan@demo.school,dr. Daliono Irawan,STUDENT,ACTIVE
4d771f74-3604-516f-8912-d6312b9fefaf,ba6e3b18-bccb-5149-adae-530286c8bd10,tgk-nasab-permadi-spsi@demo.school,"Tgk. Nasab Permadi, S.Psi",STUDENT,ACTIVE
a74a097c-0b88-5b1f-8143-f8a5c775b7f7,ba6e3b18-bccb-5149-adae-530286c8bd10,vicky-prasetyo-spd@demo.school,"Vicky Prasetyo, S.Pd",STUDENT,ACTIVE
21e1478f-52d4-5f4e-ba12-9b1555292139,ba6e3b18-bccb-5149-adae-530286c8bd10,tami-hidayat@demo.school,Tami Hidayat,STUDENT,ACTIVE
aa9e7add-8d10-5823-8347-7fb06aa037e3,ba6e3b18-bccb-5149-adae-530286c8bd10,amelia-nurdiyanti-sei@demo.school,"Amelia Nurdiyanti, S.E.I",STUDENT,ACTIVE
0395dca9-f3f2-53d9-b9f7-2b33c7aa00c5,ba6e3b18-bccb-5149-adae-530286c8bd10,tgk-vicky-laksmiwati@demo.school,Tgk. Vicky Laksmiwati,STUDENT,ACTIVE
5b9b4ad1-21b7-5684-b878-39851064295d,ba6e3b18-bccb-5149-adae-530286c8bd10,cornelia-safitri@demo.school,Cornelia Safitri,STUDENT,ACTIVE
f1e7fc97-44bf-598e-aa14-d532a632e5dd,ba6e3b18-bccb-5149-adae-530286c8bd10,cahyadi-budiyanto-sked@demo.school,"Cahyadi Budiyanto, S.Ked",STUDENT,ACTIVE
c18fc688-c763-5ae4-827c-042db881daa4,ba6e3b18-bccb-5149-adae-530286c8bd10,darmaji-firgantoro@demo.school,Darmaji Firgantoro,STUDENT,ACTIVE
e3b7c3a1-31ca-5668-8574-dd4578c1528a,ba6e3b18-bccb-5149-adae-530286c8bd10,vivi-kuswoyo-sfarm@demo.school,"Vivi Kuswoyo, S.Farm",STUDENT,ACTIVE
33a3a1d9-7c62-5e7d-86e9-544930814e52,ba6e3b18-bccb-5149-adae-530286c8bd10,alambana-prasasta@demo.school,Alambana Prasasta,STUDENT,ACTIVE
82793921-4a31-55c2-a212-1e1e12eeadea,ba6e3b18-bccb-5149-adae-530286c8bd10,eli-wibisono@demo.school,Eli Wibisono,STUDENT,ACTIVE
7a23be0e-df0a-5283-9898-5a035faaacf9,ba6e3b18-bccb-5149-adae-530286c8bd10,bajragin-mandala@demo.school,Bajragin Mandala,STUDENT,ACTIVE
5a94a6f1-dff5-58d8-adc5-3360688e7e9b,ba6e3b18-bccb-5149-adae-530286c8bd10,dr-winda-mandasari-mak@demo.school,"dr. Winda Mandasari, M.Ak",STUDENT,ACTIVE
bfa7cf87-fed4-599b-a580-59ed7711e1ba,ba6e3b18-bccb-5149-adae-530286c8bd10,almira-mahendra@demo.school,Almira Mahendra,STUDENT,ACTIVE
006392fe-3b38-5613-b677-1ae18853f1fe,ba6e3b18-bccb-5149-adae-530286c8bd10,puti-icha-lestari@demo.school,Puti Icha Lestari,STUDENT,ACTIVE
fd21231c-5035-5d1b-8016-e77984cc2ab8,ba6e3b18-bccb-5149-adae-530286c8bd10,ghaliyati-sitompul@demo.school,Ghaliyati Sitompul,STUDENT,ACTIVE
fb9d3000-0962-5a35-aa67-f0fd772af7ce,ba6e3b18-bccb-5149-adae-530286c8bd10,pia-iswahyudi@demo.school,Pia Iswahyudi,STUDENT,ACTIVE
629eba93-227e-5814-b4f7-334492bc0166,ba6e3b18-bccb-5149-adae-530286c8bd10,rm-kariman-narpati-mfarm@demo.school,"R.M. Kariman Narpati, M.Farm",STUDENT,ACTIVE
c805d672-e53b-534d-8ee3-3e1d40d777b6,ba6e3b18-bccb-5149-adae-530286c8bd10,ida-mansur-ssos@demo.school,"Ida Mansur, S.Sos",STUDENT,ACTIVE
6f692e9d-40d6-5dea-9f5d-b4e414464d7b,ba6e3b18-bccb-5149-adae-530286c8bd10,banawa-namaga-mti@demo.school,"Banawa Namaga, M.TI.",STUDENT,ACTIVE
186a07e7-8773-5e58-b962-deed7f260ef8,ba6e3b18-bccb-5149-adae-530286c8bd10,rizki-jailani@demo.school,Rizki Jailani,STUDENT,ACTIVE
a7157db7-8bea-541b-9129-2b43c0fcf137,ba6e3b18-bccb-5149-adae-530286c8bd10,kh-cahyono-hastuti@demo.school,KH. Cahyono Hastuti,STUDENT,ACTIVE
c78db63d-0fc6-511e-8554-a9f08671edf0,ba6e3b18-bccb-5149-adae-530286c8bd10,karsana-situmorang@demo.school,Karsana Situmorang,STUDENT,ACTIVE
